0,source,sink,preferential_attachment
1118,1611864,4308170,65769
1119,568741,2162676,255
1120,2013055,3596406,96
1121,1799556,3377837,8292
1122,3917977,4069212,3224
1123,1026187,2604044,940
1124,3036197,859642,1362190
1125,4624816,1352043,10353
1126,2301621,104263,732
1127,4469001,1122560,1309868
1128,4721192,2498962,13780
1129,1136345,614016,29601
1130,482013,3961686,8658
1131,2057720,1483713,3992
1132,3193210,663337,530
1133,3287864,3583627,714
1134,3269084,3383275,39
1135,1901271,1649146,1398
1136,1677157,1586085,584
1137,986914,4659074,8343
1138,2332783,3296169,414
1139,24392,44172,43616
1140,3748195,2253113,392605
1141,2533991,136400,3775667
1142,3733107,4641993,94
1143,4653515,4614066,460742
1144,82116,1843902,2646
1145,43778,256508,3256
1146,3362288,2544271,552908
1147,311061,1427563,8170
1148,1659324,4063437,208
1149,3752981,4793879,1751
1150,4797950,2870890,300
1151,1824620,2036744,58464
1152,2210458,4679490,386
1153,3278257,239096,1665
1154,855404,1917515,96
1155,2940560,990148,61334
1156,799760,3982403,4611
1157,215004,3019723,58100
1158,3898489,564844,17711
1159,1688194,2846928,6
1160,2767192,2361673,2632
1161,445710,918380,700
1162,1226964,3554524,216600
1163,3940380,3357571,2030
1164,1153580,2947169,1880
1165,349903,3780684,552
1166,613280,2243013,65591
1167,3184581,2878646,4410
1168,2955992,1644012,2320
1169,2759934,4640798,770
1170,4830164,3710419,452010
1171,3857652,862613,218202
1172,283112,1663756,39024
1173,2025383,1723144,1890
1174,4795474,3240496,1966842
1175,2870198,4176958,25074
1176,624050,3741140,1300
1177,3030182,3395,898
1178,1175901,3686450,6256
1179,1518924,461260,742
1180,2863758,2645519,1346
1181,495657,1385412,1204
1182,1894511,1652009,6760
1183,2174930,3024022,54940
1184,317075,4451637,19390
1185,4738635,2192485,186620
1186,1197859,3997061,72228
1187,1345525,247339,5525
1188,2022904,2202272,40934
1189,2416271,2762526,1292
1190,547529,840818,5712
1191,414390,2800332,270
1192,1109441,3378978,5194
1193,4038935,4670970,102204
1194,4163021,136342,3335
1195,54966,4079243,11124
1196,1834736,2038453,93744
1197,1774648,2603110,4819
1198,3549780,1308089,36630
1199,954783,3597581,57682
1200,2994646,4044140,289408
1201,346751,397607,1113
1202,4096612,2952333,371671
1203,1770200,4228523,8792
1204,3218133,4668040,30324
1205,2801172,4252701,2104
1206,3689202,1018058,5174
1207,709751,4003574,100980
1208,4177743,4144552,15257
1209,2577343,1650506,7803
1210,2661425,4586866,3263967
1211,3917525,1721413,311832
1212,1667979,1028798,5656
1213,4621317,4451186,406
1214,4107303,3379859,108
1215,320959,1031894,8281
1216,4370277,1139433,482034
1217,1954387,2661568,20995
1218,3799486,25890,16860
1219,1918795,3365998,186
1220,1888273,2263239,66495
1221,4162296,3755153,1682
1222,4556220,2994222,48168
1223,2079066,112505,5148
1224,492488,2031755,12257
1225,4383666,2057832,1904
1226,2608552,1835630,4991
1227,4208704,4014390,513240
1228,370837,630256,82416
1229,3939380,1210083,62580
1230,1697332,4582479,2982
1231,4278949,321793,108
1232,2449457,1273443,156940
1233,508717,1974982,119210
1234,1392337,2020852,54468
1235,2739141,2975150,3552
1236,1197967,1808958,11141388
1237,3630494,1928371,15410
1238,4634440,2304682,123648
1239,3704044,2057013,1433270
1240,1752703,1455001,430908
1241,2394409,3518959,1536
1242,2289720,3185844,26412
1243,2406275,3569263,5565
1244,4013082,3043425,354
1245,466203,2947581,101065
1246,265665,2691940,83950
1247,3390669,2809458,45254579
1248,3727001,487220,4472
1249,3055741,1820838,6533
1250,3445077,3391280,2238
1251,1247483,1631502,136
1252,2772192,2077530,4250
1253,4453940,3232966,8217
1254,702030,3494332,103070
1255,356749,4751012,46748
1256,1474816,4745983,69
1257,4644819,4789808,23
1258,1103556,16312,1280
1259,4299022,1136269,7450
1260,125872,3684426,495
1261,3746046,2328901,1282880
1262,4746224,2263549,6636
1263,3833162,2347463,6384
1264,246134,1488075,3927
1265,2466377,1435813,936
1266,90690,676543,1404
1267,1208451,1556208,75
1268,883516,2544271,67643
1269,1737168,1428267,91300
1270,4498103,2068378,589
1271,4624385,3378280,1123024
1272,919215,3128348,5850
1273,3035685,2493285,3348
1274,4480957,1086011,1122622
1275,2198365,98488,505
1276,872065,616378,70958
1277,1078514,778318,99534
1278,3710223,4493692,844
1279,4768274,453569,21420
1280,343513,3357899,4268
1281,3124126,878107,15
1282,776397,4557603,167280
1283,769952,3939554,84495
1284,3268785,4455080,18
1285,1839507,1663756,4336
1286,3930369,4494479,912
1287,3209652,1375662,530410
1288,1138535,3263662,3726
1289,2661137,21939,846104
1290,4712394,746862,322
1291,4499487,2519531,4862
1292,826604,424670,4380
1293,2441733,1286898,229236
1294,1191090,1399,41402
1295,3355444,417858,422222
1296,289215,2392801,511
1297,3196331,2858757,1702
1298,3578274,3201598,55965
1299,1380721,606250,518
1300,4243374,2288416,55
1301,2664082,327421,4158
1302,1006837,4572570,17
1303,1311583,397490,328509
1304,1148355,1431815,17757
1305,702535,4305521,27216
1306,2366247,1277953,466
1307,3961276,146955,5746
1308,4837314,3931770,3729
1309,2661479,1850927,162
1310,1141037,4402986,31752
1311,3641046,2728938,9610
1312,4464872,541539,529018
1313,697954,1242327,72529
1314,4143253,3802191,12276
1315,533242,4042996,1180
1316,3261363,1225310,177
1317,3162560,1741406,35133
1318,3086729,3521276,9120384
1319,4651869,3847564,2114
1320,2602975,1628324,33798
1321,4013908,151400,10302
1322,3724828,3389935,3998
1323,1038930,2884838,568
1324,2290232,3797428,272
1325,1440298,2600069,51170
1326,1740554,2507695,15300
1327,1314264,24669,20657
1328,1315743,3691952,1620765
1329,1047940,3564746,48
1330,1957538,1310556,891
1331,4739432,1191182,38
1332,4647880,480153,1332
1333,4707239,2038353,113
1334,3303902,538258,13199
1335,1569925,1827446,804
1336,4565915,4716010,9972885
1337,2642434,2314400,14508
1338,4655398,3970714,735
1339,1402899,2906312,412
1340,4282164,1954674,35805
1341,1805144,9273,1060592
1342,4654273,4828459,7992
1343,1527749,3730130,95382
1344,454478,3921910,358560
1345,4787584,1777796,327250
1346,1630993,893888,11488
1347,3986014,737052,788
1348,562072,56599,30
1349,32149,3189432,2800
1350,415254,4599721,12
1351,1422507,3471245,1132
1352,406233,4004994,60720
1353,2661479,1279258,18
1354,1232638,4300666,5380
1355,3484158,3554524,193135
1356,408123,271122,1640
1357,3664547,235464,748
1358,4161505,1840412,169708
1359,1671358,2028849,94770
1360,3502034,3377456,1056655
1361,4303281,2032082,6785
1362,2300169,1372625,16211
1363,517647,2758758,9344
1364,993964,3417336,390000
1365,2109271,1727827,93508
1366,1925995,2422915,220
1367,3212259,1495307,13146
1368,1273443,4187899,161424
1369,3371059,385874,8245
1370,111873,515719,49
1371,1153566,4094380,4318
1372,2703511,1685615,469
1373,1932926,2684012,630
1374,3246577,4722749,2800
1375,2867471,2866126,128385
1376,4588936,3744447,8505
1377,813682,3482183,106
1378,1412213,3381895,103986
1379,935892,2624367,34
1380,3488853,2538615,2757
1381,4156046,265786,18506
1382,1357512,4767700,265080
1383,965977,3356514,3518586
1384,1507561,2407130,45305
1385,1856428,2870395,1169
1386,3252172,2684870,768960
1387,3922567,3286886,2640
1388,1401521,1456683,468
1389,1822562,2309487,155132762
1390,3972757,2499950,478240
1391,2200489,3939647,45753
1392,3296250,1381623,2178
1393,252207,1947006,2727
1394,1763327,2147737,1529070
1395,288700,4197616,29415
1396,4620547,802381,4512
1397,3348381,747060,1558
1398,1478377,4586877,1400
1399,3236889,3124341,10449
1400,812874,4720169,32736
1401,4299698,2182441,29479
1402,4631318,3045716,39346
1403,4498800,481671,1680
1404,213392,2578546,2970
1405,2287536,1803564,53448
1406,807932,2018607,9596076
1407,2696413,3487024,3437262
1408,2152175,1130726,1216
1409,3739100,155527,153
1410,2736171,4096142,467106
1411,2848032,454433,290
1412,1134331,3393738,227194
1413,4320203,3984566,2639
1414,2126956,1099601,1863
1415,1449111,857716,2870
1416,739356,429732,70518
1417,3786712,3163676,371148
1418,2085431,3632793,9474
1419,3426976,3000657,10164
1420,2079531,4656033,844926
1421,3014450,3580358,63588
1422,381507,4269986,4
1423,289188,2527178,11385
1424,2164938,3838174,14534
1425,2279292,4347416,46431
1426,3670380,3774167,10703
1427,1122560,98501,46781
1428,2863758,230812,3365
1429,4468164,208753,3762
1430,212575,4804889,12950
1431,3454963,2685283,942678
1432,2518746,610183,2209640
1433,230209,1452524,270
1434,1836959,3358911,9944
1435,1174433,4610775,102168
1436,4143450,2501171,164
1437,3724831,2974611,1860
1438,495504,2424670,28670
1439,419149,3615852,38
1440,3009851,3129041,459586
1441,1443500,807932,401079
1442,4736574,1324110,761250
1443,4223610,65638,91316
1444,3884589,1783149,6768
1445,2549365,1322754,1576940
1446,1490563,4735862,158
1447,2985668,1971783,240
1448,399490,3284906,71700
1449,4241262,2511404,17762
1450,3918556,3538791,67599
1451,984506,2047960,3038
1452,708987,3339527,42596
1453,2161588,2980677,135366
1454,3660723,314924,41520
1455,960181,550773,883445
1456,1485661,3278677,19564
1457,959466,886113,16333000
1458,1818439,4151050,4
1459,2419157,3052615,61438
1460,2139614,2313617,4624
1461,3481932,1286093,11712
1462,447597,3251067,446008
1463,3473173,3386770,13724
1464,3938534,2781020,1406196
1465,4180743,2707111,7268
1466,3937591,2584334,1010844
1467,1501339,1190951,14280
1468,3016986,2582486,211854
1469,2360583,4634732,498
1470,2154110,723034,13
1471,942067,2798535,2184
1472,256092,4639113,124416
1473,1207040,428997,20382
1474,1463250,1637894,32712
1475,4720801,77555,240
1476,2230399,3883024,334428
1477,1288846,1071392,7581
1478,3096241,2095276,670450
1479,3155782,2792563,182780
1480,3551251,674947,82
1481,2246303,3178930,1485
1482,4733488,3983362,8073
1483,2717938,4128054,97495
1484,2861284,294586,1035967
1485,1401429,1643056,700581
1486,1981615,404565,52890
1487,3713980,2369410,12769
1488,2872637,1548147,112
1489,406819,4230928,1734
1490,4687420,3075133,629424
1491,2246539,2885287,9036153
1492,4296219,1919947,62777
1493,3682223,2181529,514569
1494,94909,1112820,13281
1495,1846819,3788265,1903
1496,2144206,2209327,55260
1497,2255723,1315601,17544
1498,4426361,2875548,57792
1499,2461921,358312,823361
1500,1215648,2303850,160854
1501,4487004,4066714,3010
1502,597366,1313655,19215
1503,2263363,993285,8030
1504,3005396,1132079,672
1505,4503627,1132022,76323
1506,377575,4341808,1917
1507,500691,3833955,80726
1508,480633,4583463,3360336
1509,3787322,2661137,23049040
1510,4733440,1735402,740722
1511,4525196,4613595,63540
1512,1628863,1368945,200
1513,984506,2717047,7378
1514,4138245,245651,177624
1515,1218819,4128453,108
1516,3344354,1764694,317254
1517,3539874,2533897,3360
1518,873673,3637344,510
1519,1287352,2472584,102102
1520,144771,1304833,2321
1521,4351070,4311279,2240
1522,3914110,3074036,21298
1523,1831977,410897,64
1524,1012788,4257510,45
1525,4771966,1396125,9960
1526,876862,346431,200
1527,2106673,2223366,22302
1528,988417,2474977,4395
1529,4613478,4831688,839220
1530,2694762,4555208,47817
1531,2126956,3340915,81
1532,3733752,3371750,4870
1533,2869855,918014,463968
1534,2986196,354069,6512
1535,3162960,3708681,197177
1536,4714665,3093463,82
1537,1403971,374262,824240
1538,734813,2295820,33
1539,3462222,4391929,22649
1540,4213940,3309328,305082
1541,2790267,2158439,1212
1542,4597608,1368403,57076
1543,702665,3797137,20904
1544,610208,2610271,1160630
1545,3194832,3377456,167795
1546,779496,4208139,112
1547,1696218,2285617,316307
1548,1854023,1163471,925
1549,2489245,2540981,40
1550,4649129,691300,1890
1551,1027216,687711,4655
1552,941215,4036279,75725
1553,2759332,3466562,33
1554,4156265,1491313,440
1555,4085167,4293286,19720
1556,3484044,412266,219
1557,3623028,117053,1078
1558,4681267,3087656,111360
1559,2626556,2614650,6
1560,2616749,4472613,303958
1561,3550020,372712,419868
1562,1005501,3756910,36450
1563,3590547,3510459,20
1564,4079340,2836160,520
1565,508984,1924481,1653
1566,1918667,4593423,8840
1567,335946,1041928,90998
1568,1129405,1127019,17292
1569,1565812,4170122,2366
1570,208339,999391,624
1571,1732367,1550609,4858
1572,4842249,2916456,43380
1573,123130,3040472,168
1574,1473058,1320537,2616
1575,3827962,4716010,77610
1576,4848398,4437329,21
1577,3105458,786129,952
1578,484479,117870,92055
1579,897367,3323447,13689
1580,2662142,3275960,102
1581,3061859,119316,58208
1582,668208,2895223,41022
1583,4418154,4424137,29088
1584,3906565,841,73318
1585,3129685,487639,2190100
1586,2948798,1601895,871929
1587,1453814,2578575,13596
1588,3159098,3195548,1975
1589,4559860,4715560,1365
1590,4523663,3155697,2930
1591,3700627,2333226,146091
1592,2513605,3305000,4956
1593,2634162,2608552,12719
1594,1057767,1346811,5852
1595,4092432,3076750,54842
1596,1630356,2140598,124047
1597,3674016,953585,19
1598,667698,2057013,2385973
1599,1798770,4320203,125048
1600,215517,4401637,21120
1601,1365177,4813076,532304
1602,3786230,4562310,156512
1603,3434740,4695196,21715
1604,862747,266095,21
1605,2987378,281694,140
1606,3432371,2140120,138
1607,3883112,2617018,313429
1608,2589604,487236,66420
1609,3894206,2132457,70422
1610,2623530,4327433,20300
1611,2598481,1874391,71
1612,1169152,2337276,133518
1613,2513043,2715773,37204
1614,1832791,197691,10716
1615,2795094,3437912,24949
1616,2612704,3512317,561
1617,873228,2943547,16800
1618,3478606,75179,18
1619,1808100,4329357,3460
1620,2984603,1571150,1799858
1621,4339556,4332194,30300
1622,2192074,2089754,432
1623,3656099,1430057,11580
1624,1099475,2170000,456
1625,3063478,1511839,48504
1626,1185279,4294086,2160
1627,2295473,1690853,63526
1628,2370501,1955597,124
1629,2403296,3241441,6012
1630,732072,4250361,167195
1631,1996580,70097,4367
1632,2766747,3123975,8360
1633,438215,2448333,760
1634,2550107,2263331,6402
1635,4803648,4176673,53550
1636,4680252,2396678,284
1637,3408021,1345213,3200
1638,629044,4473001,62868
1639,3854532,2433618,36
1640,2226565,3657697,364010
1641,1398473,2455351,120
1642,2114263,1660704,54
1643,3684165,2763386,192138
1644,1553951,3991711,23064
1645,4164690,4618763,2254
1646,4161118,1006418,12089
1647,2550107,4588320,1980066
1648,87759,3650803,42108
1649,829732,4720169,27900
1650,3535207,1982648,87600
1651,201161,734760,1053
1652,393431,3362610,840
1653,1434081,493004,79350
1654,3513116,4453006,215
1655,918014,2561694,52704
1656,2015801,2793982,5264
1657,2743366,3213208,39424
1658,3331527,2448552,384946
1659,3040583,1989693,44440
1660,2456567,3341417,636
1661,3463658,220904,60
1662,2704133,268838,247
1663,3721298,2239154,103464
1664,4350608,1115028,3857
1665,2305935,2222854,28
1666,2442832,4651770,260
1667,1036218,2916456,11086
1668,3416853,3244110,45468
1669,4851622,489909,50328
1670,2238271,1545924,103870
1671,2734004,80942,422912
1672,4806365,1433501,28
1673,2004945,3766134,354
1674,1839268,3642884,33060
1675,605560,4271358,554
1676,1174864,2954916,688
1677,3746046,824046,2903360
1678,1735883,1155354,208832268
1679,1176065,1645674,964
1680,1998234,634812,5645
1681,1533032,364647,226
1682,1383804,3353876,56330
1683,985850,669152,1074
1684,3873203,3919328,1187136
1685,4822350,4103158,6643
1686,101349,706737,562617
1687,2224929,1355988,1005
1688,1336330,2934912,160
1689,4180582,3457752,2230
1690,2064953,1483169,1152
1691,2206427,4208108,8541
1692,1279353,3793503,1536
1693,3741309,4820573,162180
1694,4712024,4320332,2400
1695,1225124,555900,739
1696,2976526,3163676,878572
1697,2434049,2188433,214
1698,3083681,1869658,3180424
1699,2181645,666196,693
1700,2807537,3697363,212
1701,2836573,1964450,421
1702,460728,4402897,31248
1703,2556850,1802489,1359424
1704,3535026,3465111,6608
1705,410751,1459980,72
1706,2928459,352476,330
1707,860788,2518609,2073
1708,257164,2210680,1212
1709,2961243,343629,7648
1710,4052122,3056265,580812
1711,3843931,2954547,90830
1712,1543066,3521276,128046464
1713,1428109,1739794,54280
1714,1628863,1580156,200
1715,3964876,4817788,1023
1716,3158673,2199060,225455
1717,891473,1655647,18030
1718,1421426,4635467,132
1719,1906273,2393998,14560
1720,162173,4696061,1895400
1721,4489126,3894552,316200
1722,1099943,2281596,7514
1723,2375732,4629913,4875
1724,1464436,4672828,70516
1725,4336335,835147,1500
1726,1509450,1258662,1592352
1727,1946519,2984603,20433682
1728,3422310,429156,8638
1729,2676205,4851923,280
1730,4752780,2030978,398
1731,4610937,3420104,1368
1732,2076254,1988327,341764
1733,759165,1718860,6281
1734,1277580,3307683,334505
1735,1195457,1031894,196196
1736,2883027,284195,31072
1737,1789428,1139433,1245504
1738,1723654,832334,38354
1739,1301087,2878402,13344
1740,3626388,173719,423690
1741,1192269,1221348,4312
1742,4212933,4340009,6042
1743,2474800,2788582,2389248
1744,1395530,399473,105652
1745,1948767,2538970,126
1746,2607027,4575620,19015843
1747,3275542,1306915,88
1748,3584579,3810937,27864
1749,2849844,1403971,8654520
1750,765739,863202,2628
1751,1086605,588337,7538706
1752,425592,517495,5280
1753,3389003,4676548,750991
1754,2324593,4149273,146248
1755,2933438,1753912,165836
1756,3108982,4700798,130
1757,2262779,3363677,666
1758,2262779,2941683,3330
1759,3381219,3407568,605488
1760,2846484,4666784,1896
1761,1200874,3438279,5900
1762,531010,560822,63360
1763,4806429,4568850,30800
1764,3374141,2464408,10350
1765,2648724,587341,13
1766,700157,3277076,375
1767,4498395,87911,1360
1768,4729104,4715281,16720
1769,1557927,3836704,6094176
1770,4585504,352781,920
1771,3030182,147364,449
